mV,mV,mV,mV,mV
-3.046056991,-2.046056991,-1.046056991,-0.046056991,0.953943009
-2.954823131,-1.954823131,-0.954823131,0.045176869,1.045176869
-2.863949879,-1.863949879,-0.863949879,0.136050121,1.136050121
-2.838707309,-1.838707309,-0.838707309,0.161292691,1.161292691
-2.843034606,-1.843034606,-0.843034606,0.156965394,1.156965394
-2.808776833,-1.808776833,-0.808776833,0.191223167,1.191223167
-2.810940482,-1.810940482,-0.810940482,0.189059518,1.189059518
-2.820676901,-1.820676901,-0.820676901,0.179323099,1.179323099
-2.923810831,-1.923810831,-0.923810831,0.076189169,1.076189169
-2.990883945,-1.990883945,-0.990883945,0.009116055,1.009116055
-3.024781111,-2.024781111,-1.024781111,-0.024781111,0.975218889
-3.136930244,-2.136930244,-1.136930244,-0.136930244,0.863069756
-3.191742681,-2.191742681,-1.191742681,-0.191742681,0.808257319
-3.216264035,-2.216264035,-1.216264035,-0.216264035,0.783735965
-3.231409577,-2.231409577,-1.231409577,-0.231409577,0.768590423
-3.241145997,-2.241145997,-1.241145997,-0.241145997,0.758854003
-3.254488499,-2.254488499,-1.254488499,-0.254488499,0.745511501
-3.198233628,-2.198233628,-1.198233628,-0.198233628,0.801766372
-3.086084495,-2.086084495,-1.086084495,-0.086084495,0.913915505
-3.07166017,-2.07166017,-1.07166017,-0.07166017,0.92833983
-3.016126515,-2.016126515,-1.016126515,-0.016126515,0.983873485
-2.924892655,-1.924892655,-0.924892655,0.075107345,1.075107345
-2.896404612,-1.896404612,-0.896404612,0.103595388,1.103595388
-2.865752919,-1.865752919,-0.865752919,0.134247081,1.134247081
-2.850607377,-1.850607377,-0.850607377,0.149392623,1.149392623
-2.830773929,-1.830773929,-0.830773929,0.169226071,1.169226071
-2.81707082,-1.81707082,-0.81707082,0.18292918,1.18292918
-2.873686299,-1.873686299,-0.873686299,0.126313701,1.126313701
-2.984753607,-1.984753607,-0.984753607,0.015246393,1.015246393
-3.004947663,-2.004947663,-1.004947663,-0.004947663,0.995052337
-3.052908546,-2.052908546,-1.052908546,-0.052908546,0.947091454
-3.148109096,-2.148109096,-1.148109096,-0.148109096,0.851890904
-3.18236687,-2.18236687,-1.18236687,-0.18236687,0.81763313
-3.190660857,-2.190660857,-1.190660857,-0.190660857,0.809339143
-3.195348763,-2.195348763,-1.195348763,-0.195348763,0.804651237
-3.232130794,-2.232130794,-1.232130794,-0.232130794,0.767869206
-3.235376267,-2.235376267,-1.235376267,-0.235376267,0.764623733
-3.199676061,-2.199676061,-1.199676061,-0.199676061,0.800323939
-3.104475511,-2.104475511,-1.104475511,-0.104475511,0.895524489
-3.035599355,-2.035599355,-1.035599355,-0.035599355,0.964400645
-3.014684083,-2.014684083,-1.014684083,-0.014684083,0.985315917
-2.928138128,-1.928138128,-0.928138128,0.071861872,1.071861872
-2.82103751,-1.82103751,-0.82103751,0.17896249,1.17896249
-2.810579873,-1.810579873,-0.810579873,0.189420127,1.189420127
-2.793991899,-1.793991899,-0.793991899,0.206008101,1.206008101
-2.784255479,-1.784255479,-0.784255479,0.215744521,1.215744521
-2.794713115,-1.794713115,-0.794713115,0.205286885,1.205286885
-2.896044003,-1.896044003,-0.896044003,0.103955997,1.103955997
-2.9667232,-1.9667232,-0.9667232,0.0332768,1.0332768
-2.989802121,-1.989802121,-0.989802121,0.010197879,1.010197879
-3.072381386,-2.072381386,-1.072381386,-0.072381386,0.927618614
-3.148830312,-2.148830312,-1.148830312,-0.148830312,0.851169688
-3.174433491,-2.174433491,-1.174433491,-0.174433491,0.825566509
-3.178039572,-2.178039572,-1.178039572,-0.178039572,0.821960428
-3.203282142,-2.203282142,-1.203282142,-0.203282142,0.796717858
-3.212297346,-2.212297346,-1.212297346,-0.212297346,0.787702654
-3.220591333,-2.220591333,-1.220591333,-0.220591333,0.779408667
-3.16289403,-2.16289403,-1.16289403,-0.16289403,0.83710597
-3.051826722,-2.051826722,-1.051826722,-0.051826722,0.948173278
-3.029108409,-2.029108409,-1.029108409,-0.029108409,0.970891591
-2.973935363,-1.973935363,-0.973935363,0.026064637,1.026064637
-2.880537853,-1.880537853,-0.880537853,0.119462147,1.119462147
-2.840149741,-1.840149741,-0.840149741,0.159850259,1.159850259
-2.808055616,-1.808055616,-0.808055616,0.191944384,1.191944384
-2.806613184,-1.806613184,-0.806613184,0.193386816,1.193386816
-2.777764532,-1.777764532,-0.777764532,0.222235468,1.222235468
-2.757570476,-1.757570476,-0.757570476,0.242429524,1.242429524
-2.804088927,-1.804088927,-0.804088927,0.195911073,1.195911073
-2.924532047,-1.924532047,-0.924532047,0.075467953,1.075467953
-2.942923062,-1.942923062,-0.942923062,0.057076938,1.057076938
-2.977180836,-1.977180836,-0.977180836,0.022819164,1.022819164
-3.079954157,-2.079954157,-1.079954157,-0.079954157,0.920045843
-3.126472607,-2.126472607,-1.126472607,-0.126472607,0.873527393
-3.140536325,-2.140536325,-1.140536325,-0.140536325,0.859463675
-3.151354569,-2.151354569,-1.151354569,-0.151354569,0.848645431
-3.164336463,-2.164336463,-1.164336463,-0.164336463,0.835663537
-3.154600043,-2.154600043,-1.154600043,-0.154600043,0.845399957
-3.064087399,-2.064087399,-1.064087399,-0.064087399,0.935912601
-2.992686986,-1.992686986,-0.992686986,0.007313014,1.007313014
-2.974656579,-1.974656579,-0.974656579,0.025343421,1.025343421
-2.89676522,-1.89676522,-0.89676522,0.10323478,1.10323478
-2.82680724,-1.82680724,-0.82680724,0.17319276,1.17319276
-2.798679805,-1.798679805,-0.798679805,0.201320195,1.201320195
-2.795073723,-1.795073723,-0.795073723,0.204926277,1.204926277
-2.763340207,-1.763340207,-0.763340207,0.236659793,1.236659793
-2.753964395,-1.753964395,-0.753964395,0.246035605,1.246035605
-2.784616087,-1.784616087,-0.784616087,0.215383913,1.215383913
-2.863228662,-1.863228662,-0.863228662,0.136771338,1.136771338
-2.942201846,-1.942201846,-0.942201846,0.057798154,1.057798154
-2.969247457,-1.969247457,-0.969247457,0.030752543,1.030752543
-3.046417599,-2.046417599,-1.046417599,-0.046417599,0.953582401
-3.124308959,-2.124308959,-1.124308959,-0.124308959,0.875691041
-3.150993961,-2.150993961,-1.150993961,-0.150993961,0.849006039
-3.169745585,-2.169745585,-1.169745585,-0.169745585,0.830254415
-3.158206124,-2.158206124,-1.158206124,-0.158206124,0.841793876
-3.19390633,-2.19390633,-1.19390633,-0.19390633,0.80609367
-3.212297346,-2.212297346,-1.212297346,-0.212297346,0.787702654
-3.158206124,-2.158206124,-1.158206124,-0.158206124,0.841793876
-3.034517531,-2.034517531,-1.034517531,-0.034517531,0.965482469
-3.002062798,-2.002062798,-1.002062798,-0.002062798,0.997937202
-2.965280767,-1.965280767,-0.965280767,0.034719233,1.034719233
-2.858540757,-1.858540757,-0.858540757,0.141459243,1.141459243
-2.812743522,-1.812743522,-0.812743522,0.187256478,1.187256478
-2.798319197,-1.798319197,-0.798319197,0.201680803,1.201680803
-2.780649397,-1.780649397,-0.780649397,0.219350603,1.219350603
-2.756128044,-1.756128044,-0.756128044,0.243871956,1.243871956
-2.773797843,-1.773797843,-0.773797843,0.226202157,1.226202157
-2.896044003,-1.896044003,-0.896044003,0.103955997,1.103955997
-2.938956373,-1.938956373,-0.938956373,0.061043627,1.061043627
-2.969247457,-1.969247457,-0.969247457,0.030752543,1.030752543
-3.069496521,-2.069496521,-1.069496521,-0.069496521,0.930503479
-3.116736188,-2.116736188,-1.116736188,-0.116736188,0.883263812
-3.117457404,-2.117457404,-1.117457404,-0.117457404,0.882542596
-3.139454501,-2.139454501,-1.139454501,-0.139454501,0.860545499
-3.15892734,-2.15892734,-1.15892734,-0.15892734,0.84107266
-3.172269842,-2.172269842,-1.172269842,-0.172269842,0.827730158
-3.13765146,-2.13765146,-1.13765146,-0.13765146,0.86234854
-3.080314765,-2.080314765,-1.080314765,-0.080314765,0.919685235
-2.998817324,-1.998817324,-0.998817324,0.001182676,1.001182676
-2.968886849,-1.968886849,-0.968886849,0.031113151,1.031113151
-2.903616775,-1.903616775,-0.903616775,0.096383225,1.096383225
-2.816710212,-1.816710212,-0.816710212,0.183289788,1.183289788
-2.797958588,-1.797958588,-0.797958588,0.202041412,1.202041412
-2.795794939,-1.795794939,-0.795794939,0.204205061,1.204205061
-2.765503855,-1.765503855,-0.765503855,0.234496145,1.234496145
-2.760455341,-1.760455341,-0.760455341,0.239544659,1.239544659
-2.781370614,-1.781370614,-0.781370614,0.218629386,1.218629386
-2.863589271,-1.863589271,-0.863589271,0.136410729,1.136410729
-2.959511037,-1.959511037,-0.959511037,0.040488963,1.040488963
-2.951938266,-1.951938266,-0.951938266,0.048061734,1.048061734
-3.047138816,-2.047138816,-1.047138816,-0.047138816,0.952861184
-3.120342269,-2.120342269,-1.120342269,-0.120342269,0.879657731
-3.152075786,-2.152075786,-1.152075786,-0.152075786,0.847924214
-3.169745585,-2.169745585,-1.169745585,-0.169745585,0.830254415
-3.183809302,-2.183809302,-1.183809302,-0.183809302,0.816190698
-3.210133697,-2.210133697,-1.210133697,-0.210133697,0.789866303
-3.206527615,-2.206527615,-1.206527615,-0.206527615,0.793472385
-3.146306055,-2.146306055,-1.146306055,-0.146306055,0.853693945
-3.045696383,-2.045696383,-1.045696383,-0.045696383,0.954303617
-2.985835431,-1.985835431,-0.985835431,0.014164569,1.014164569
-2.970689889,-1.970689889,-0.970689889,0.029310111,1.029310111
-2.852410418,-1.852410418,-0.852410418,0.147589582,1.147589582
-2.815628387,-1.815628387,-0.815628387,0.184371613,1.184371613
-2.789664601,-1.789664601,-0.789664601,0.210335399,1.210335399
-2.771634194,-1.771634194,-0.771634194,0.228365806,1.228365806
-2.747834056,-1.747834056,-0.747834056,0.252165944,1.252165944
-2.737015812,-1.737015812,-0.737015812,0.262984188,1.262984188
-2.789303993,-1.789303993,-0.789303993,0.210696007,1.210696007
-2.887389408,-1.887389408,-0.887389408,0.112610592,1.112610592
-2.932826034,-1.932826034,-0.932826034,0.067173966,1.067173966
-2.961314078,-1.961314078,-0.961314078,0.038685922,1.038685922
-3.053990371,-2.053990371,-1.053990371,-0.053990371,0.946009629
-3.119260445,-2.119260445,-1.119260445,-0.119260445,0.880739555
-3.130799905,-2.130799905,-1.130799905,-0.130799905,0.869200095
-3.138733284,-2.138733284,-1.138733284,-0.138733284,0.861266716
-3.160009165,-2.160009165,-1.160009165,-0.160009165,0.839990835
-3.170827409,-2.170827409,-1.170827409,-0.170827409,0.829172591
-3.16289403,-2.16289403,-1.16289403,-0.16289403,0.83710597
-3.074545035,-2.074545035,-1.074545035,-0.074545035,0.925454965
-3.014684083,-2.014684083,-1.014684083,-0.014684083,0.985315917
-2.984392999,-1.984392999,-0.984392999,0.015607001,1.015607001
-2.909386505,-1.909386505,-0.909386505,0.090613495,1.090613495
-2.843034606,-1.843034606,-0.843034606,0.156965394,1.156965394
-2.798679805,-1.798679805,-0.798679805,0.201320195,1.201320195
-2.794352507,-1.794352507,-0.794352507,0.205647493,1.205647493
-2.777403924,-1.777403924,-0.777403924,0.222596076,1.222596076
-2.779567573,-1.779567573,-0.779567573,0.220432427,1.220432427
-2.773797843,-1.773797843,-0.773797843,0.226202157,1.226202157
-2.873686299,-1.873686299,-0.873686299,0.126313701,1.126313701
-2.947971576,-1.947971576,-0.947971576,0.052028424,1.052028424
-3.049663073,-2.049663073,-1.049663073,-0.049663073,0.950336927
-3.123587742,-2.123587742,-1.123587742,-0.123587742,0.876412258
-3.16289403,-2.16289403,-1.16289403,-0.16289403,0.83710597
-3.15892734,-2.15892734,-1.15892734,-0.15892734,0.84107266
-3.174072882,-2.174072882,-1.174072882,-0.174072882,0.825927118
-3.190660857,-2.190660857,-1.190660857,-0.190660857,0.809339143
-3.189939641,-2.189939641,-1.189939641,-0.189939641,0.810060359
-3.142699974,-2.142699974,-1.142699974,-0.142699974,0.857300026
-3.039926653,-2.039926653,-1.039926653,-0.039926653,0.960073347
-3.003144622,-2.003144622,-1.003144622,-0.003144622,0.996855378
-2.971050497,-1.971050497,-0.971050497,0.028949503,1.028949503
-2.854934675,-1.854934675,-0.854934675,0.145065325,1.145065325
-2.808416225,-1.808416225,-0.808416225,0.191583775,1.191583775
-2.797958588,-1.797958588,-0.797958588,0.202041412,1.202041412
-2.777764532,-1.777764532,-0.777764532,0.222235468,1.222235468
-2.747834056,-1.747834056,-0.747834056,0.252165944,1.252165944
-2.739179461,-1.739179461,-0.739179461,0.260820539,1.260820539
-2.805170751,-1.805170751,-0.805170751,0.194829249,1.194829249
-2.901813734,-1.901813734,-0.901813734,0.098186266,1.098186266
-2.933907859,-1.933907859,-0.933907859,0.066092141,1.066092141
-2.972132322,-1.972132322,-0.972132322,0.027867678,1.027867678
-3.075987467,-2.075987467,-1.075987467,-0.075987467,0.924012533
-3.143060582,-2.143060582,-1.143060582,-0.143060582,0.856939418
-3.142699974,-2.142699974,-1.142699974,-0.142699974,0.857300026
-3.155681867,-2.155681867,-1.155681867,-0.155681867,0.844318133
-3.171188017,-2.171188017,-1.171188017,-0.171188017,0.828811983
-3.192824506,-2.192824506,-1.192824506,-0.192824506,0.807175494
-3.170106193,-2.170106193,-1.170106193,-0.170106193,0.829893807
-3.094378483,-2.094378483,-1.094378483,-0.094378483,0.905621517
-3.01720834,-2.01720834,-1.01720834,-0.01720834,0.98279166
-3.012159826,-2.012159826,-1.012159826,-0.012159826,0.987840174
-2.92200779,-1.92200779,-0.92200779,0.07799221,1.07799221
-2.812743522,-1.812743522,-0.812743522,0.187256478,1.187256478
-2.822479942,-1.822479942,-0.822479942,0.177520058,1.177520058
-2.804810143,-1.804810143,-0.804810143,0.195189857,1.195189857
-2.781731222,-1.781731222,-0.781731222,0.218268778,1.218268778
-2.790385817,-1.790385817,-0.790385817,0.209614183,1.209614183
-2.881619678,-1.881619678,-0.881619678,0.118380322,1.118380322
-2.953741307,-1.953741307,-0.953741307,0.046258693,1.046258693
-2.967444416,-1.967444416,-0.967444416,0.032555584,1.032555584
-3.058678276,-2.058678276,-1.058678276,-0.058678276,0.941321724
-3.125390783,-2.125390783,-1.125390783,-0.125390783,0.874609217
-3.162172814,-2.162172814,-1.162172814,-0.162172814,0.837827186
-3.165057679,-2.165057679,-1.165057679,-0.165057679,0.834942321
-3.172991058,-2.172991058,-1.172991058,-0.172991058,0.827008942
-3.191382073,-2.191382073,-1.191382073,-0.191382073,0.808617927
-3.185251735,-2.185251735,-1.185251735,-0.185251735,0.814748265
-3.139815109,-2.139815109,-1.139815109,-0.139815109,0.860184891
-3.034878139,-2.034878139,-1.034878139,-0.034878139,0.965121861
-3.010356785,-2.010356785,-1.010356785,-0.010356785,0.989643215
-2.959511037,-1.959511037,-0.959511037,0.040488963,1.040488963
-2.870440825,-1.870440825,-0.870440825,0.129559175,1.129559175
-2.806973792,-1.806973792,-0.806973792,0.193026208,1.193026208
-2.799401021,-1.799401021,-0.799401021,0.200598979,1.200598979
-2.796876764,-1.796876764,-0.796876764,0.203123236,1.203123236
-2.773076626,-1.773076626,-0.773076626,0.226923374,1.226923374
-2.767306896,-1.767306896,-0.767306896,0.232693104,1.232693104
-2.800122237,-1.800122237,-0.800122237,0.199877763,1.199877763
-2.913713803,-1.913713803,-0.913713803,0.086286197,1.086286197
-2.957707996,-1.957707996,-0.957707996,0.042292004,1.042292004
-2.984032391,-1.984032391,-0.984032391,0.015967609,1.015967609
-3.099426997,-2.099426997,-1.099426997,-0.099426997,0.900573003
-3.147748488,-2.147748488,-1.147748488,-0.147748488,0.852251512
-3.16289403,-2.16289403,-1.16289403,-0.16289403,0.83710597
-3.197512412,-2.197512412,-1.197512412,-0.197512412,0.802487588
-3.209051872,-2.209051872,-1.209051872,-0.209051872,0.790948128
-3.193185114,-2.193185114,-1.193185114,-0.193185114,0.806814886
-3.132602946,-2.132602946,-1.132602946,-0.132602946,0.867397054
-3.052547938,-2.052547938,-1.052547938,-0.052547938,0.947452062
-3.018650772,-2.018650772,-1.018650772,-0.018650772,0.981349228
-2.953380698,-1.953380698,-0.953380698,0.046619302,1.046619302
-2.866113528,-1.866113528,-0.866113528,0.133886472,1.133886472
-2.837625484,-1.837625484,-0.837625484,0.162374516,1.162374516
-2.822479942,-1.822479942,-0.822479942,0.177520058,1.177520058
-2.796876764,-1.796876764,-0.796876764,0.203123236,1.203123236
-2.781731222,-1.781731222,-0.781731222,0.218268778,1.218268778
-2.804088927,-1.804088927,-0.804088927,0.195911073,1.195911073
-2.866834744,-1.866834744,-0.866834744,0.133165256,1.133165256
-2.960592861,-1.960592861,-0.960592861,0.039407139,1.039407139
-2.969608065,-1.969608065,-0.969608065,0.030391935,1.030391935
-3.059760101,-2.059760101,-1.059760101,-0.059760101,0.940239899
-3.11817862,-2.11817862,-1.11817862,-0.11817862,0.88182138
-3.147748488,-2.147748488,-1.147748488,-0.147748488,0.852251512
-3.161451597,-2.161451597,-1.161451597,-0.161451597,0.838548403
-3.155681867,-2.155681867,-1.155681867,-0.155681867,0.844318133
-3.190660857,-2.190660857,-1.190660857,-0.190660857,0.809339143
-3.194266938,-2.194266938,-1.194266938,-0.194266938,0.805733062
-3.156403083,-2.156403083,-1.156403083,-0.156403083,0.843596917
-3.033796314,-2.033796314,-1.033796314,-0.033796314,0.966203686
-3.000259757,-2.000259757,-1.000259757,-0.000259757,0.999740243
-2.981147525,-1.981147525,-0.981147525,0.018852475,1.018852475
-2.872965082,-1.872965082,-0.872965082,0.127034918,1.127034918
-2.825364807,-1.825364807,-0.825364807,0.174635193,1.174635193
-2.812382914,-1.812382914,-0.812382914,0.187617086,1.187617086
-2.790025209,-1.790025209,-0.790025209,0.209974791,1.209974791
-2.770191761,-1.770191761,-0.770191761,0.229808239,1.229808239
-2.793631291,-1.793631291,-0.793631291,0.206368709,1.206368709
-2.904698599,-1.904698599,-0.904698599,0.095301401,1.095301401
-2.952659482,-1.952659482,-0.952659482,0.047340518,1.047340518
-2.989441513,-1.989441513,-0.989441513,0.010558487,1.010558487
-3.105557335,-2.105557335,-1.105557335,-0.105557335,0.894442665
-3.154239435,-2.154239435,-1.154239435,-0.154239435,0.845760565
-3.156403083,-2.156403083,-1.156403083,-0.156403083,0.843596917
-3.190300249,-2.190300249,-1.190300249,-0.190300249,0.809699751
-3.194627547,-2.194627547,-1.194627547,-0.194627547,0.805372453
-3.212297346,-2.212297346,-1.212297346,-0.212297346,0.787702654
-3.188857816,-2.188857816,-1.188857816,-0.188857816,0.811142184
-3.125030175,-2.125030175,-1.125030175,-0.125030175,0.874969825
-3.039205437,-2.039205437,-1.039205437,-0.039205437,0.960794563
-3.029469017,-2.029469017,-1.029469017,-0.029469017,0.970530983
-2.955183739,-1.955183739,-0.955183739,0.044816261,1.044816261
-2.878734813,-1.878734813,-0.878734813,0.121265187,1.121265187
-2.84628008,-1.84628008,-0.84628008,0.15371992,1.15371992
-2.836183052,-1.836183052,-0.836183052,0.163816948,1.163816948
-2.792549466,-1.792549466,-0.792549466,0.207450534,1.207450534
-2.779567573,-1.779567573,-0.779567573,0.220432427,1.220432427
-2.792549466,-1.792549466,-0.792549466,0.207450534,1.207450534
-2.872965082,-1.872965082,-0.872965082,0.127034918,1.127034918
-2.966362592,-1.966362592,-0.966362592,0.033637408,1.033637408
-2.958789821,-1.958789821,-0.958789821,0.041210179,1.041210179
-3.044614559,-2.044614559,-1.044614559,-0.044614559,0.955385441
-3.113490714,-2.113490714,-1.113490714,-0.113490714,0.886509286
-3.143060582,-2.143060582,-1.143060582,-0.143060582,0.856939418
-3.135487811,-2.135487811,-1.135487811,-0.135487811,0.864512189
-3.179482005,-2.179482005,-1.179482005,-0.179482005,0.820517995
-3.179121396,-2.179121396,-1.179121396,-0.179121396,0.820878604
-3.167942544,-2.167942544,-1.167942544,-0.167942544,0.832057456
-3.144503015,-2.144503015,-1.144503015,-0.144503015,0.855496985
-2.975377795,-1.975377795,-0.975377795,0.024622205,1.024622205
-2.966001983,-1.966001983,-0.966001983,0.033998017,1.033998017
-2.888110624,-1.888110624,-0.888110624,0.111889376,1.111889376
-2.825004199,-1.825004199,-0.825004199,0.174995801,1.174995801
-2.806613184,-1.806613184,-0.806613184,0.193386816,1.193386816
-2.796155548,-1.796155548,-0.796155548,0.203844452,1.203844452
-2.783534263,-1.783534263,-0.783534263,0.216465737,1.216465737
-2.766946288,-1.766946288,-0.766946288,0.233053712,1.233053712
-2.825004199,-1.825004199,-0.825004199,0.174995801,1.174995801
-2.914435019,-1.914435019,-0.914435019,0.085564981,1.085564981
-2.962035294,-1.962035294,-0.962035294,0.037964706,1.037964706
-2.990162729,-1.990162729,-0.990162729,0.009837271,1.009837271
-3.106278551,-2.106278551,-1.106278551,-0.106278551,0.893721449
-3.145945447,-2.145945447,-1.145945447,-0.145945447,0.854054553
-3.161090989,-2.161090989,-1.161090989,-0.161090989,0.838909011
-3.17263045,-2.17263045,-1.17263045,-0.17263045,0.82736955
-3.206167007,-2.206167007,-1.206167007,-0.206167007,0.793832993
-3.203282142,-2.203282142,-1.203282142,-0.203282142,0.796717858
-3.170827409,-2.170827409,-1.170827409,-0.170827409,0.829172591
-3.119621053,-2.119621053,-1.119621053,-0.119621053,0.880378947
-3.021896246,-2.021896246,-1.021896246,-0.021896246,0.978103754
-3.013602258,-2.013602258,-1.013602258,-0.013602258,0.986397742
-2.96275651,-1.96275651,-0.96275651,0.03724349,1.03724349
-2.840149741,-1.840149741,-0.840149741,0.159850259,1.159850259
-2.829692105,-1.829692105,-0.829692105,0.170307895,1.170307895
-2.804449535,-1.804449535,-0.804449535,0.195550465,1.195550465
-2.769831153,-1.769831153,-0.769831153,0.230168847,1.230168847
-2.762979598,-1.762979598,-0.762979598,0.237020402,1.237020402
-2.766946288,-1.766946288,-0.766946288,0.233053712,1.233053712
-2.85204981,-1.85204981,-0.85204981,0.14795019,1.14795019
-2.925613871,-1.925613871,-0.925613871,0.074386129,1.074386129
-2.942562454,-1.942562454,-0.942562454,0.057437546,1.057437546
-3.01324165,-2.01324165,-1.01324165,-0.01324165,0.98675835
-3.094017874,-2.094017874,-1.094017874,-0.094017874,0.905982126
-3.135848419,-2.135848419,-1.135848419,-0.135848419,0.864151581
-3.136930244,-2.136930244,-1.136930244,-0.136930244,0.863069756
-3.176236531,-2.176236531,-1.176236531,-0.176236531,0.823763469
-3.184530519,-2.184530519,-1.184530519,-0.184530519,0.815469481
-3.172991058,-2.172991058,-1.172991058,-0.172991058,0.827008942
-3.083560238,-2.083560238,-1.083560238,-0.083560238,0.916439762
-3.037402396,-2.037402396,-1.037402396,-0.037402396,0.962597604
-3.004587055,-2.004587055,-1.004587055,-0.004587055,0.995412945
-2.999899149,-1.999899149,-0.999899149,0.000100851,1.000100851
-2.901813734,-1.901813734,-0.901813734,0.098186266,1.098186266
-2.825725415,-1.825725415,-0.825725415,0.174274585,1.174274585
-2.825725415,-1.825725415,-0.825725415,0.174274585,1.174274585
-2.814185955,-1.814185955,-0.814185955,0.185814045,1.185814045
-2.785337303,-1.785337303,-0.785337303,0.214662697,1.214662697
-2.771273586,-1.771273586,-0.771273586,0.228726414,1.228726414
-2.82284055,-1.82284055,-0.82284055,0.17715945,1.17715945
-2.925974479,-1.925974479,-0.925974479,0.074025521,1.074025521
-2.96852624,-1.96852624,-0.96852624,0.03147376,1.03147376
-2.990523337,-1.990523337,-0.990523337,0.009476663,1.009476663
-3.092214834,-2.092214834,-1.092214834,-0.092214834,0.907785166
-3.14342119,-2.14342119,-1.14342119,-0.14342119,0.85657881
-3.180203221,-2.180203221,-1.180203221,-0.180203221,0.819796779
-3.184530519,-2.184530519,-1.184530519,-0.184530519,0.815469481
-3.181645653,-2.181645653,-1.181645653,-0.181645653,0.818354347
-3.198954844,-2.198954844,-1.198954844,-0.198954844,0.801045156
-3.14738788,-2.14738788,-1.14738788,-0.14738788,0.85261212
-3.043172126,-2.043172126,-1.043172126,-0.043172126,0.956827874
-3.019011381,-2.019011381,-1.019011381,-0.019011381,0.980988619
-2.999538541,-1.999538541,-0.999538541,0.000461459,1.000461459
-2.925613871,-1.925613871,-0.925613871,0.074386129,1.074386129
-2.844477039,-1.844477039,-0.844477039,0.155522961,1.155522961
-2.798319197,-1.798319197,-0.798319197,0.201680803,1.201680803
-2.791107034,-1.791107034,-0.791107034,0.208892966,1.208892966
-2.768749329,-1.768749329,-0.768749329,0.231250671,1.231250671
-2.746391624,-1.746391624,-0.746391624,0.253608376,1.253608376
-2.772716018,-1.772716018,-0.772716018,0.227283982,1.227283982
-2.832216362,-1.832216362,-0.832216362,0.167783638,1.167783638
-2.938595764,-1.938595764,-0.938595764,0.061404236,1.061404236
-2.947610968,-1.947610968,-0.947610968,0.052389032,1.052389032
-3.033075098,-2.033075098,-1.033075098,-0.033075098,0.966924902
-3.097623956,-2.097623956,-1.097623956,-0.097623956,0.902376044
-3.142339366,-2.142339366,-1.142339366,-0.142339366,0.857660634
-3.145584839,-2.145584839,-1.145584839,-0.145584839,0.854415161
-3.179482005,-2.179482005,-1.179482005,-0.179482005,0.820517995
-3.167221328,-2.167221328,-1.167221328,-0.167221328,0.832778672
-3.178760788,-2.178760788,-1.178760788,-0.178760788,0.821239212
-3.116014971,-2.116014971,-1.116014971,-0.116014971,0.883985029
-3.017929556,-2.017929556,-1.017929556,-0.017929556,0.982070444
-3.034156923,-2.034156923,-1.034156923,-0.034156923,0.965843077
-3.005668879,-2.005668879,-1.005668879,-0.005668879,0.994331121
-2.890274273,-1.890274273,-0.890274273,0.109725727,1.109725727
-2.850967986,-1.850967986,-0.850967986,0.149032014,1.149032014
-2.82680724,-1.82680724,-0.82680724,0.17319276,1.17319276
-2.814546563,-1.814546563,-0.814546563,0.185453437,1.185453437
-2.792549466,-1.792549466,-0.792549466,0.207450534,1.207450534
-2.779206965,-1.779206965,-0.779206965,0.220793035,1.220793035
-2.81707082,-1.81707082,-0.81707082,0.18292918,1.18292918
-2.940398805,-1.940398805,-0.940398805,0.059601195,1.059601195
-2.961674686,-1.961674686,-0.961674686,0.038325314,1.038325314
-2.99196577,-1.99196577,-0.99196577,0.00803423,1.00803423
-3.083920846,-2.083920846,-1.083920846,-0.083920846,0.916079154
-3.153518218,-2.153518218,-1.153518218,-0.153518218,0.846481782
-2.921647182,-1.921647182,-0.921647182,0.078352818,1.078352818
-2.95698678,-1.95698678,-0.95698678,0.04301322,1.04301322
-3.033435706,-2.033435706,-1.033435706,-0.033435706,0.966564294
-3.106999768,-2.106999768,-1.106999768,-0.106999768,0.893000232
-3.143781798,-2.143781798,-1.143781798,-0.143781798,0.856218202
-3.16866376,-2.16866376,-1.16866376,-0.16866376,0.83133624
-3.194988155,-2.194988155,-1.194988155,-0.194988155,0.805011845
-3.20760944,-2.20760944,-1.20760944,-0.20760944,0.79239056
-3.189218424,-2.189218424,-1.189218424,-0.189218424,0.810781576
-3.124669567,-2.124669567,-1.124669567,-0.124669567,0.875330433
-3.041729694,-2.041729694,-1.041729694,-0.041729694,0.958270306
-3.022617462,-2.022617462,-1.022617462,-0.022617462,0.977382538
-3.009996177,-2.009996177,-1.009996177,-0.009996177,0.990003823
-2.912992586,-1.912992586,-0.912992586,0.087007414,1.087007414
-2.84231339,-1.84231339,-0.84231339,0.15768661,1.15768661
-2.840870957,-1.840870957,-0.840870957,0.159129043,1.159129043
-2.82284055,-1.82284055,-0.82284055,0.17715945,1.17715945
-2.809137441,-1.809137441,-0.809137441,0.190862559,1.190862559
-2.796516156,-1.796516156,-0.796516156,0.203483844,1.203483844
-2.825364807,-1.825364807,-0.825364807,0.174635193,1.174635193
-2.932826034,-1.932826034,-0.932826034,0.067173966,1.067173966
-2.962035294,-1.962035294,-0.962035294,0.037964706,1.037964706
-2.985835431,-1.985835431,-0.985835431,0.014164569,1.014164569
