mV,m/(s^2),m/(s^2),m/(s^2),kOhms,BPM,yyyy/mm/dd hh:mm:ss.000
1068.131868,6.13253012,-0.180722892,7.78313253,1296.85303,61.93548387,51:42.1
1073.260073,6.108433735,-0.192771084,7.759036145,1296.086906,61.93548387,51:42.2
1079.120879,6.108433735,-0.21686747,7.78313253,1296.85303,61.93548387,51:42.2
1090.10989,6.096385542,-0.204819277,7.771084337,1296.85303,61.93548387,51:42.2
1104.761905,6.096385542,-0.192771084,7.759036145,1297.620061,61.93548387,51:42.2
1126.739927,6.120481928,-0.192771084,7.759036145,1296.85303,61.93548387,51:42.2
1157.509158,6.13253012,-0.192771084,7.78313253,1296.85303,61.93548387,51:42.2
1199.267399,6.144578313,-0.180722892,7.759036145,1296.85303,61.93548387,51:42.2
1252.014652,6.144578313,-0.192771084,7.759036145,1297.620061,61.93548387,51:42.2
1315.750916,6.120481928,-0.192771084,7.771084337,1297.620061,61.93548387,51:42.2
1391.208791,6.108433735,-0.204819277,7.759036145,1296.086906,61.93548387,51:42.2
1471.794872,6.120481928,-0.204819277,7.759036145,1296.85303,61.93548387,51:42.2
1555.311355,6.096385542,-0.204819277,7.771084337,1297.620061,61.93548387,51:42.2
1640.29304,6.120481928,-0.204819277,7.771084337,1297.620061,61.93548387,51:42.3
1720.879121,6.120481928,-0.204819277,7.771084337,1296.85303,61.93548387,51:42.3
1797.069597,6.120481928,-0.204819277,7.78313253,1296.85303,61.93548387,51:42.3
1860.07326,6.120481928,-0.204819277,7.771084337,1296.85303,61.93548387,51:42.3
1912.087912,6.120481928,-0.204819277,7.771084337,1296.85303,61.93548387,51:42.3
1950.18315,6.13253012,-0.192771084,7.771084337,1297.620061,61.93548387,51:42.3
1978.021978,6.13253012,-0.204819277,7.771084337,1296.85303,61.93548387,51:42.3
1994.871795,6.13253012,-0.180722892,7.771084337,1297.620061,61.93548387,51:42.3
2001.465201,6.13253012,-0.180722892,7.78313253,1296.85303,61.93548387,51:42.3
1999.267399,6.13253012,-0.204819277,7.759036145,1296.85303,61.44,51:42.3
1988.278388,6.120481928,-0.168674699,7.807228916,1296.85303,61.44,51:42.3
1969.96337,6.108433735,-0.192771084,7.78313253,1297.620061,61.44,51:42.3
1950.18315,6.096385542,-0.192771084,7.759036145,1296.85303,61.44,51:42.3
1925.274725,6.096385542,-0.192771084,7.771084337,1297.620061,61.44,51:42.4
1900.3663,6.120481928,-0.204819277,7.759036145,1296.85303,61.44,51:42.4
1872.527473,6.120481928,-0.21686747,7.771084337,1297.620061,61.44,51:42.4
1843.223443,6.13253012,-0.192771084,7.771084337,1296.85303,61.44,51:42.4
1813.186813,6.13253012,-0.180722892,7.78313253,1296.85303,61.44,51:42.4
1780.952381,6.108433735,-0.180722892,7.759036145,1296.85303,61.44,51:42.4
1745.054945,6.096385542,-0.204819277,7.78313253,1296.85303,61.44,51:42.4
1707.692308,6.072289157,-0.204819277,7.795180723,1297.620061,61.44,51:42.4
1668.864469,6.072289157,-0.21686747,7.795180723,1296.85303,61.44,51:42.4
1634.432234,6.084337349,-0.21686747,7.771084337,1296.85303,61.44,51:42.4
1602.197802,6.108433735,-0.204819277,7.771084337,1297.620061,61.44,51:42.4
1574.358974,6.120481928,-0.21686747,7.78313253,1296.85303,61.44,51:42.4
1553.113553,6.108433735,-0.192771084,7.759036145,1296.85303,61.44,51:42.4
1537.728938,6.168674699,-0.180722892,7.746987952,1296.85303,61.44,51:42.5
1529.67033,6.168674699,-0.180722892,7.759036145,1297.620061,61.44,51:42.5
1524.542125,6.168674699,-0.192771084,7.771084337,1297.620061,61.44,51:42.5
1524.542125,6.13253012,-0.168674699,7.771084337,1297.620061,61.44,51:42.5
1526.007326,6.13253012,-0.192771084,7.771084337,1296.85303,61.44,51:42.5
1530.40293,6.096385542,-0.192771084,7.759036145,1297.620061,61.44,51:42.5
1534.065934,6.084337349,-0.204819277,7.78313253,1297.620061,61.44,51:42.5
1536.996337,6.072289157,-0.228915663,7.771084337,1298.387999,61.44,51:42.5
1539.194139,6.084337349,-0.21686747,7.771084337,1297.620061,61.44,51:42.5
1537.728938,6.084337349,-0.204819277,7.78313253,1297.620061,61.44,51:42.5
1536.996337,6.108433735,-0.204819277,7.78313253,1297.620061,61.44,51:42.5
1531.135531,6.13253012,-0.204819277,7.78313253,1297.620061,61.44,51:42.5
1523.809524,6.120481928,-0.21686747,7.78313253,1297.620061,61.44,51:42.5
1511.355311,6.108433735,-0.21686747,7.771084337,1297.620061,61.44,51:42.6
1496.703297,6.120481928,-0.180722892,7.771084337,1296.85303,61.44,51:42.6
1478.388278,6.13253012,-0.180722892,7.771084337,1297.620061,61.44,51:42.6
1456.410256,6.13253012,-0.180722892,7.759036145,1296.85303,61.44,51:42.6
1435.164835,6.144578313,-0.204819277,7.759036145,1297.620061,61.44,51:42.6
1414.652015,6.13253012,-0.192771084,7.759036145,1296.85303,61.44,51:42.6
1398.534799,6.13253012,-0.204819277,7.771084337,1297.620061,61.44,51:42.6
1383.150183,6.13253012,-0.192771084,7.771084337,1297.620061,61.44,51:42.6
1369.96337,6.108433735,-0.204819277,7.771084337,1297.620061,61.44,51:42.6
1356.043956,6.120481928,-0.192771084,7.78313253,1297.620061,61.44,51:42.6
1343.589744,6.120481928,-0.192771084,7.771084337,1296.85303,61.44,51:42.6
1328.937729,6.108433735,-0.192771084,7.759036145,1297.620061,61.44,51:42.6
1313.553114,6.084337349,-0.192771084,7.771084337,1298.387999,61.44,51:42.6
1298.901099,6.108433735,-0.204819277,7.771084337,1297.620061,61.44,51:42.7
1284.981685,6.120481928,-0.204819277,7.771084337,1297.620061,61.44,51:42.7
1273.992674,6.13253012,-0.192771084,7.771084337,1297.620061,61.44,51:42.7
1263.003663,6.120481928,-0.192771084,7.771084337,1297.620061,61.44,51:42.7
1254.945055,6.120481928,-0.192771084,7.771084337,1297.620061,61.44,51:42.7
1245.421245,6.120481928,-0.192771084,7.771084337,1298.387999,61.44,51:42.7
1239.56044,6.120481928,-0.192771084,7.771084337,1296.85303,61.44,51:42.7
1232.967033,6.108433735,-0.204819277,7.78313253,1297.620061,61.44,51:42.7
1225.641026,6.108433735,-0.180722892,7.759036145,1297.620061,61.44,51:42.7
1216.849817,6.120481928,-0.192771084,7.771084337,1298.387999,61.44,51:42.7
1206.593407,6.120481928,-0.192771084,7.771084337,1297.620061,61.44,51:42.7
1197.802198,6.120481928,-0.204819277,7.771084337,1297.620061,61.44,51:42.7
1189.74359,6.13253012,-0.21686747,7.771084337,1297.620061,61.44,51:42.8
1183.882784,6.120481928,-0.168674699,7.771084337,1297.620061,61.44,51:42.8
1179.487179,6.108433735,-0.192771084,7.771084337,1297.620061,61.44,51:42.8
1174.358974,6.084337349,-0.192771084,7.78313253,1298.387999,61.44,51:42.8
1172.161172,6.096385542,-0.180722892,7.78313253,1297.620061,61.44,51:42.8
1169.230769,6.108433735,-0.192771084,7.78313253,1298.387999,61.44,51:42.8
1168.498168,6.120481928,-0.192771084,7.771084337,1297.620061,61.44,51:42.8
1165.567766,6.108433735,-0.180722892,7.771084337,1298.387999,61.44,51:42.8
1164.835165,6.108433735,-0.192771084,7.759036145,1297.620061,61.44,51:42.8
1162.637363,6.120481928,-0.204819277,7.771084337,1297.620061,61.44,51:42.8
1161.172161,6.108433735,-0.204819277,7.771084337,1298.387999,61.44,51:42.8
1160.43956,6.096385542,-0.204819277,7.78313253,1299.156847,61.44,51:42.8
1158.974359,6.108433735,-0.192771084,7.78313253,1298.387999,61.44,51:42.8
1158.241758,6.084337349,-0.204819277,7.771084337,1297.620061,61.44,51:42.9
1156.776557,6.108433735,-0.192771084,7.78313253,1297.620061,61.44,51:42.9
1153.846154,6.108433735,-0.21686747,7.78313253,1298.387999,61.44,51:42.9
1150.915751,6.120481928,-0.192771084,7.78313253,1298.387999,61.44,51:42.9
1149.450549,6.108433735,-0.192771084,7.795180723,1298.387999,61.44,51:42.9
1147.252747,6.120481928,-0.204819277,7.771084337,1297.620061,61.44,51:42.9
1146.520147,6.108433735,-0.204819277,7.78313253,1298.387999,61.44,51:42.9
1145.054945,6.096385542,-0.192771084,7.78313253,1298.387999,61.44,51:42.9
1145.054945,6.108433735,-0.192771084,7.771084337,1298.387999,61.44,51:42.9
1142.857143,6.096385542,-0.180722892,7.78313253,1297.620061,61.44,51:42.9
1134.065934,6.108433735,-0.192771084,7.78313253,1298.387999,61.44,51:42.9
1126.007326,6.108433735,-0.168674699,7.78313253,1298.387999,61.44,51:42.9
1115.750916,6.108433735,-0.192771084,7.78313253,1298.387999,61.44,51:42.9
1107.692308,6.108433735,-0.192771084,7.78313253,1298.387999,61.44,51:43.0
1099.6337,6.096385542,-0.180722892,7.78313253,1298.387999,61.44,51:43.0
1094.505495,6.108433735,-0.192771084,7.795180723,1297.620061,61.44,51:43.0
1094.505495,6.120481928,-0.204819277,7.78313253,1298.387999,61.44,51:43.0
1094.505495,6.108433735,-0.192771084,7.771084337,1298.387999,61.44,51:43.0
1098.901099,6.072289157,-0.204819277,7.78313253,1298.387999,61.44,51:43.0
1101.831502,6.108433735,-0.204819277,7.771084337,1298.387999,61.44,51:43.0
1106.227106,6.084337349,-0.204819277,7.771084337,1298.387999,61.44,51:43.0
1112.087912,6.108433735,-0.180722892,7.771084337,1298.387999,61.44,51:43.0
1115.018315,6.13253012,-0.192771084,7.771084337,1298.387999,61.44,51:43.0
1114.285714,6.120481928,-0.204819277,7.771084337,1299.156847,61.44,51:43.0
1109.89011,6.096385542,-0.204819277,7.795180723,1298.387999,61.44,51:43.0
1105.494505,6.108433735,-0.192771084,7.78313253,1298.387999,61.44,51:43.0
1098.901099,6.120481928,-0.192771084,7.78313253,1298.387999,61.44,51:43.1
1093.040293,6.144578313,-0.180722892,7.771084337,1298.387999,61.44,51:43.1
1087.179487,6.13253012,-0.192771084,7.771084337,1298.387999,61.44,51:43.1
1083.516484,6.13253012,-0.180722892,7.759036145,1298.387999,61.44,51:43.1
1082.783883,6.120481928,-0.204819277,7.771084337,1298.387999,61.44,51:43.1
1085.714286,6.096385542,-0.21686747,7.771084337,1299.156847,61.44,51:43.1
1091.575092,6.072289157,-0.204819277,7.795180723,1298.387999,61.44,51:43.1
1095.970696,6.060240964,-0.228915663,7.807228916,1298.387999,61.44,51:43.1
1098.901099,6.084337349,-0.204819277,7.795180723,1298.387999,61.44,51:43.1
1099.6337,6.108433735,-0.180722892,7.78313253,1298.387999,61.44,51:43.1
1100.3663,6.108433735,-0.180722892,7.78313253,1299.156847,61.44,51:43.1
1101.098901,6.120481928,-0.192771084,7.771084337,1298.387999,61.44,51:43.1
1101.098901,6.108433735,-0.168674699,7.771084337,1298.387999,61.44,51:43.1
1102.564103,6.108433735,-0.192771084,7.771084337,1299.156847,61.44,51:43.2
1105.494505,6.096385542,-0.204819277,7.771084337,1299.156847,61.44,51:43.2
1112.087912,6.108433735,-0.192771084,7.771084337,1299.156847,61.44,51:43.2
1124.542125,6.108433735,-0.204819277,7.771084337,1298.387999,61.44,51:43.2
1142.124542,6.13253012,-0.168674699,7.759036145,1298.387999,61.44,51:43.2
1166.300366,6.13253012,-0.192771084,7.771084337,1299.156847,61.44,51:43.2
1197.802198,6.144578313,-0.168674699,7.771084337,1299.156847,61.44,51:43.2
1238.095238,6.13253012,-0.192771084,7.78313253,1299.156847,61.44,51:43.2
1288.644689,6.120481928,-0.180722892,7.759036145,1299.156847,61.44,51:43.2
1350.915751,6.108433735,-0.192771084,7.759036145,1298.387999,61.44,51:43.2
1419.78022,6.096385542,-0.192771084,7.78313253,1299.156847,61.44,51:43.2
1494.505495,6.096385542,-0.21686747,7.771084337,1299.156847,61.44,51:43.2
1569.96337,6.084337349,-0.204819277,7.771084337,1299.156847,61.44,51:43.3
1638.827839,6.108433735,-0.21686747,7.759036145,1299.156847,61.44,51:43.3
1703.296703,6.120481928,-0.180722892,7.78313253,1299.156847,61.44,51:43.3
1758.241758,6.108433735,-0.204819277,7.771084337,1299.156847,61.44,51:43.3
1803.663004,6.120481928,-0.192771084,7.771084337,1299.156847,61.44,51:43.3
1837.362637,6.120481928,-0.192771084,7.78313253,1299.156847,61.44,51:43.3
1860.805861,6.108433735,-0.180722892,7.78313253,1298.387999,61.44,51:43.3
1876.923077,6.108433735,-0.180722892,7.759036145,1299.156847,61.44,51:43.3
1887.179487,6.120481928,-0.192771084,7.78313253,1299.156847,61.44,51:43.3
1890.842491,6.096385542,-0.192771084,7.771084337,1299.156847,61.44,51:43.3
1889.377289,6.120481928,-0.180722892,7.771084337,1298.387999,64,51:43.3
1882.051282,6.120481928,-0.204819277,7.795180723,1299.156847,64,51:43.3
1872.527473,6.108433735,-0.192771084,7.78313253,1298.387999,64,51:43.3
1861.538462,6.084337349,-0.180722892,7.78313253,1299.156847,64,51:43.4
1848.351648,6.096385542,-0.204819277,7.78313253,1298.387999,64,51:43.4
1832.234432,6.096385542,-0.204819277,7.78313253,1299.156847,64,51:43.4
1815.384615,6.120481928,-0.192771084,7.771084337,1299.156847,64,51:43.4
1794.871795,6.120481928,-0.180722892,7.771084337,1299.156847,64,51:43.4
1771.428571,6.108433735,-0.180722892,7.78313253,1299.156847,64,51:43.4
1743.589744,6.108433735,-0.180722892,7.771084337,1299.156847,64,51:43.4
1714.285714,6.096385542,-0.180722892,7.771084337,1298.387999,64,51:43.4
1682.783883,6.084337349,-0.192771084,7.78313253,1299.156847,64,51:43.4
1652.747253,6.072289157,-0.204819277,7.78313253,1298.387999,64,51:43.4
1626.373626,6.084337349,-0.21686747,7.78313253,1299.156847,64,51:43.4
1603.663004,6.108433735,-0.192771084,7.771084337,1298.387999,64,51:43.4
1586.080586,6.108433735,-0.192771084,7.759036145,1298.387999,64,51:43.4
1573.626374,6.13253012,-0.156626506,7.771084337,1299.156847,64,51:43.5
1565.567766,6.156626506,-0.180722892,7.78313253,1299.156847,64,51:43.5
1561.172161,6.144578313,-0.168674699,7.771084337,1299.156847,64,51:43.5
1558.974359,6.13253012,-0.180722892,7.759036145,1298.387999,64,51:43.5
1558.974359,6.13253012,-0.180722892,7.78313253,1299.156847,64,51:43.5
1558.974359,6.108433735,-0.168674699,7.771084337,1299.926606,64,51:43.5
1563.369963,6.072289157,-0.192771084,7.78313253,1299.156847,64,51:43.5
1566.300366,6.072289157,-0.192771084,7.78313253,1299.156847,64,51:43.5
1567.032967,6.084337349,-0.192771084,7.771084337,1299.156847,64,51:43.5
1563.369963,6.084337349,-0.204819277,7.759036145,1299.156847,64,51:43.5
1558.974359,6.084337349,-0.192771084,7.771084337,1299.926606,64,51:43.5
1550.18315,6.108433735,-0.204819277,7.78313253,1299.156847,64,51:43.5
1538.461538,6.096385542,-0.192771084,7.78313253,1299.156847,64,51:43.5
1524.542125,6.108433735,-0.204819277,7.78313253,1299.156847,64,51:43.6
1507.692308,6.108433735,-0.180722892,7.771084337,1299.156847,64,51:43.6
1489.377289,6.120481928,-0.180722892,7.78313253,1299.926606,64,51:43.6
1471.794872,6.13253012,-0.192771084,7.759036145,1299.156847,64,51:43.6
1450.549451,6.108433735,-0.204819277,7.759036145,1299.156847,64,51:43.6
1428.571429,6.13253012,-0.192771084,7.78313253,1299.156847,64,51:43.6
1404.395604,6.13253012,-0.192771084,7.759036145,1299.156847,64,51:43.6
1380.952381,6.144578313,-0.192771084,7.78313253,1299.926606,64,51:43.6
1358.241758,6.13253012,-0.204819277,7.759036145,1299.926606,64,51:43.6
1338.461538,6.108433735,-0.204819277,7.78313253,1299.156847,64,51:43.6
1322.344322,6.108433735,-0.180722892,7.771084337,1299.156847,64,51:43.6
1306.959707,6.096385542,-0.180722892,7.78313253,1299.156847,64,51:43.6
1293.772894,6.084337349,-0.192771084,7.78313253,1299.926606,64,51:43.6
1281.318681,6.108433735,-0.192771084,7.759036145,1299.926606,64,51:43.7
1271.794872,6.120481928,-0.192771084,7.78313253,1299.156847,64,51:43.7
1263.003663,6.120481928,-0.192771084,7.771084337,1299.156847,64,51:43.7
1255.677656,6.120481928,-0.192771084,7.771084337,1299.156847,64,51:43.7
1250.549451,6.108433735,-0.204819277,7.78313253,1299.926606,64,51:43.7
1243.956044,6.108433735,-0.204819277,7.771084337,1299.926606,64,51:43.7
1237.362637,6.108433735,-0.204819277,7.771084337,1299.156847,64,51:43.7
1227.106227,6.108433735,-0.204819277,7.759036145,1299.926606,64,51:43.7
1216.849817,6.13253012,-0.204819277,7.759036145,1299.156847,64,51:43.7
1205.128205,6.13253012,-0.180722892,7.771084337,1299.926606,64,51:43.7
1194.871795,6.13253012,-0.192771084,7.78313253,1299.156847,64,51:43.7
1185.347985,6.120481928,-0.192771084,7.771084337,1299.926606,64,51:43.7
1178.021978,6.13253012,-0.192771084,7.78313253,1299.156847,64,51:43.8
1173.626374,6.108433735,-0.180722892,7.759036145,1299.926606,64,51:43.8
1170.695971,6.108433735,-0.192771084,7.771084337,1299.926606,64,51:43.8
1171.428571,6.108433735,-0.204819277,7.771084337,1299.926606,64,51:43.8
1175.091575,6.096385542,-0.180722892,7.771084337,1299.926606,64,51:43.8
1180.952381,6.096385542,-0.21686747,7.771084337,1299.926606,64,51:43.8
1186.813187,6.108433735,-0.180722892,7.78313253,1299.156847,64,51:43.8
1191.941392,6.108433735,-0.180722892,7.771084337,1299.926606,64,51:43.8
1196.336996,6.108433735,-0.192771084,7.78313253,1300.697278,64,51:43.8
1200.732601,6.13253012,-0.192771084,7.771084337,1299.926606,64,51:43.8
1205.860806,6.13253012,-0.192771084,7.771084337,1299.926606,64,51:43.8
1209.52381,6.120481928,-0.192771084,7.759036145,1299.926606,64,51:43.8
1211.721612,6.120481928,-0.180722892,7.771084337,1299.926606,64,51:43.8
1210.989011,6.108433735,-0.204819277,7.771084337,1300.697278,64,51:43.9
1207.326007,6.108433735,-0.180722892,7.78313253,1299.156847,64,51:43.9
1200,6.120481928,-0.192771084,7.759036145,1299.926606,64,51:43.9
1191.941392,6.120481928,-0.192771084,7.78313253,1299.926606,64,51:43.9
1186.080586,6.120481928,-0.204819277,7.78313253,1299.926606,64,51:43.9
1179.487179,6.108433735,-0.204819277,7.78313253,1299.926606,64,51:43.9
1175.091575,6.096385542,-0.192771084,7.759036145,1299.926606,64,51:43.9
1169.230769,6.120481928,-0.192771084,7.759036145,1299.926606,64,51:43.9
1161.172161,6.108433735,-0.204819277,7.78313253,1300.697278,64,51:43.9
1153.113553,6.108433735,-0.168674699,7.78313253,1299.926606,64,51:43.9
1142.124542,6.108433735,-0.21686747,7.78313253,1300.697278,64,51:43.9
1131.135531,6.120481928,-0.204819277,7.78313253,1299.926606,64,51:43.9
1120.14652,6.120481928,-0.192771084,7.78313253,1299.926606,64,51:43.9
1111.355311,6.096385542,-0.192771084,7.78313253,1299.926606,64,51:44.0
1101.831502,6.108433735,-0.204819277,7.771084337,1299.926606,64,51:44.0
1096.703297,6.096385542,-0.192771084,7.771084337,1300.697278,64,51:44.0
1093.772894,6.108433735,-0.192771084,7.771084337,1300.697278,64,51:44.0
1091.575092,6.108433735,-0.180722892,7.78313253,1299.926606,64,51:44.0
1091.575092,6.096385542,-0.21686747,7.771084337,1300.697278,64,51:44.0
1091.575092,6.108433735,-0.192771084,7.795180723,1299.926606,64,51:44.0
1093.040293,6.096385542,-0.192771084,7.771084337,1300.697278,64,51:44.0
1095.238095,6.120481928,-0.204819277,7.771084337,1299.926606,64,51:44.0
1095.970696,6.120481928,-0.204819277,7.771084337,1300.697278,64,51:44.0
1095.970696,6.108433735,-0.180722892,7.771084337,1299.926606,64,51:44.0
1094.505495,6.108433735,-0.192771084,7.771084337,1300.697278,64,51:44.0
1093.040293,6.108433735,-0.180722892,7.771084337,1299.926606,64,51:44.0
1090.842491,6.13253012,-0.192771084,7.78313253,1300.697278,64,51:44.1
1089.377289,6.13253012,-0.192771084,7.771084337,1299.926606,64,51:44.1
1088.644689,6.144578313,-0.192771084,7.771084337,1300.697278,64,51:44.1
1089.377289,6.144578313,-0.204819277,7.795180723,1300.697278,64,51:44.1
1087.912088,6.156626506,-0.228915663,7.795180723,1300.697278,64,51:44.1
1088.644689,6.13253012,-0.228915663,7.759036145,1300.697278,64,51:44.1
1090.10989,6.084337349,-0.180722892,7.746987952,1299.926606,64,51:44.1
1091.575092,6.096385542,-0.156626506,7.795180723,1300.697278,64,51:44.1
1092.307692,6.13253012,-0.204819277,7.771084337,1300.697278,64,51:44.1
1091.575092,6.144578313,-0.192771084,7.759036145,1299.926606,64,51:44.1
1091.575092,6.144578313,-0.192771084,7.759036145,1299.926606,64,51:44.1
1091.575092,6.13253012,-0.168674699,7.78313253,1300.697278,64,51:44.1
1094.505495,6.108433735,-0.204819277,7.78313253,1301.468864,64,51:44.1
1096.703297,6.084337349,-0.21686747,7.759036145,1300.697278,64,51:44.2
1099.6337,6.072289157,-0.204819277,7.759036145,1300.697278,64,51:44.2
1104.029304,6.084337349,-0.192771084,7.795180723,1300.697278,64,51:44.2
1107.692308,6.120481928,-0.204819277,7.78313253,1300.697278,64,51:44.2
1112.820513,6.144578313,-0.180722892,7.771084337,1300.697278,64,51:44.2
1112.820513,6.144578313,-0.180722892,7.771084337,1300.697278,64,51:44.2
1113.553114,6.120481928,-0.180722892,7.771084337,1300.697278,64,51:44.2
1112.087912,6.108433735,-0.192771084,7.771084337,1300.697278,64,51:44.2
1111.355311,6.108433735,-0.204819277,7.78313253,1300.697278,64,51:44.2
1112.087912,6.120481928,-0.204819277,7.771084337,1300.697278,64,51:44.2
1114.285714,6.120481928,-0.192771084,7.771084337,1300.697278,64,51:44.2
1123.076923,6.120481928,-0.21686747,7.759036145,1300.697278,64,51:44.2
1139.194139,6.144578313,-0.204819277,7.771084337,1301.468864,64,51:44.3
1161.172161,6.144578313,-0.204819277,7.759036145,1300.697278,64,51:44.3
1191.941392,6.13253012,-0.192771084,7.771084337,1300.697278,64,51:44.3
1233.699634,6.108433735,-0.192771084,7.771084337,1301.468864,64,51:44.3
1284.249084,6.108433735,-0.180722892,7.771084337,1301.468864,64,51:44.3
1344.322344,6.108433735,-0.192771084,7.78313253,1300.697278,64,51:44.3
1407.326007,6.108433735,-0.21686747,7.771084337,1300.697278,64,51:44.3
1472.527473,6.096385542,-0.228915663,7.771084337,1301.468864,64,51:44.3
1534.798535,6.108433735,-0.204819277,7.746987952,1301.468864,64,51:44.3
1587.545788,6.108433735,-0.204819277,7.771084337,1301.468864,64,51:44.3
1632.234432,6.13253012,-0.192771084,7.746987952,1300.697278,64,51:44.3
1666.666667,6.120481928,-0.192771084,7.759036145,1301.468864,64,51:44.3
1690.10989,6.13253012,-0.204819277,7.771084337,1301.468864,64,51:44.3
1708.424908,6.144578313,-0.192771084,7.771084337,1301.468864,64,51:44.4
1720.14652,6.13253012,-0.192771084,7.78313253,1300.697278,64,51:44.4
1723.809524,6.13253012,-0.180722892,7.78313253,1301.468864,64,51:44.4
1725.274725,6.120481928,-0.168674699,7.78313253,1300.697278,64,51:44.4
1721.611722,6.120481928,-0.180722892,7.771084337,1301.468864,59.53488372,51:44.4
1718.681319,6.108433735,-0.180722892,7.771084337,1301.468864,59.53488372,51:44.4
1715.018315,6.084337349,-0.192771084,7.771084337,1300.697278,59.53488372,51:44.4
1709.157509,6.096385542,-0.192771084,7.771084337,1300.697278,59.53488372,51:44.4
1701.098901,6.096385542,-0.204819277,7.771084337,1301.468864,59.53488372,51:44.4
1695.238095,6.108433735,-0.204819277,7.771084337,1300.697278,59.53488372,51:44.4
1687.179487,6.120481928,-0.204819277,7.771084337,1301.468864,59.53488372,51:44.4
1678.388278,6.13253012,-0.180722892,7.771084337,1300.697278,59.53488372,51:44.4
1667.399267,6.120481928,-0.180722892,7.759036145,1301.468864,59.53488372,51:44.4
1652.747253,6.096385542,-0.192771084,7.759036145,1300.697278,59.53488372,51:44.5
1634.432234,6.096385542,-0.192771084,7.759036145,1300.697278,59.53488372,51:44.5
1613.919414,6.084337349,-0.21686747,7.78313253,1301.468864,59.53488372,51:44.5
1589.74359,6.084337349,-0.192771084,7.771084337,1300.697278,59.53488372,51:44.5
1567.032967,6.108433735,-0.204819277,7.78313253,1300.697278,59.53488372,51:44.5
1543.589744,6.108433735,-0.204819277,7.78313253,1302.241366,59.53488372,51:44.5
1523.076923,6.156626506,-0.180722892,7.771084337,1301.468864,59.53488372,51:44.5
1507.692308,6.156626506,-0.192771084,7.771084337,1301.468864,59.53488372,51:44.5
1494.505495,6.144578313,-0.180722892,7.759036145,1301.468864,59.53488372,51:44.5
1487.912088,6.156626506,-0.180722892,7.771084337,1300.697278,59.53488372,51:44.5
1488.644689,6.144578313,-0.156626506,7.759036145,1301.468864,59.53488372,51:44.5
1492.307692,6.13253012,-0.204819277,7.759036145,1301.468864,59.53488372,51:44.5
1497.435897,6.096385542,-0.180722892,7.759036145,1300.697278,59.53488372,51:44.5
1499.6337,6.096385542,-0.192771084,7.78313253,1301.468864,59.53488372,51:44.6
1499.6337,6.108433735,-0.192771084,7.771084337,1300.697278,59.53488372,51:44.6
1500.3663,6.084337349,-0.192771084,7.78313253,1301.468864,59.53488372,51:44.6
1496.703297,6.096385542,-0.192771084,7.771084337,1300.697278,59.53488372,51:44.6
1492.307692,6.108433735,-0.204819277,7.78313253,1301.468864,59.53488372,51:44.6
1485.714286,6.108433735,-0.192771084,7.759036145,1301.468864,59.53488372,51:44.6
1473.992674,6.120481928,-0.180722892,7.771084337,1300.697278,59.53488372,51:44.6
1458.608059,6.120481928,-0.21686747,7.771084337,1301.468864,59.53488372,51:44.6
1439.56044,6.13253012,-0.204819277,7.759036145,1301.468864,59.53488372,51:44.6
1419.78022,6.13253012,-0.192771084,7.78313253,1301.468864,59.53488372,51:44.6
1396.336996,6.13253012,-0.180722892,7.771084337,1301.468864,59.53488372,51:44.6
1374.358974,6.13253012,-0.180722892,7.771084337,1300.697278,59.53488372,51:44.6
1354.578755,6.13253012,-0.180722892,7.771084337,1301.468864,59.53488372,51:44.6
1333.333333,6.144578313,-0.180722892,7.771084337,1301.468864,59.53488372,51:44.7
1315.750916,6.144578313,-0.204819277,7.759036145,1301.468864,59.53488372,51:44.7
1298.168498,6.120481928,-0.192771084,7.771084337,1301.468864,59.53488372,51:44.7
1283.516484,6.108433735,-0.21686747,7.771084337,1300.697278,59.53488372,51:44.7
1268.131868,6.120481928,-0.180722892,7.771084337,1300.697278,59.53488372,51:44.7
1254.212454,6.13253012,-0.204819277,7.771084337,1301.468864,59.53488372,51:44.7
1241.025641,6.108433735,-0.180722892,7.771084337,1301.468864,59.53488372,51:44.7
1230.03663,6.13253012,-0.192771084,7.759036145,1302.241366,59.53488372,51:44.7
1219.047619,6.096385542,-0.204819277,7.759036145,1301.468864,59.53488372,51:44.7
1210.25641,6.120481928,-0.204819277,7.771084337,1301.468864,59.53488372,51:44.7
1201.465201,6.120481928,-0.204819277,7.771084337,1301.468864,59.53488372,51:44.7
1193.406593,6.108433735,-0.192771084,7.759036145,1301.468864,59.53488372,51:44.7
1189.010989,6.144578313,-0.192771084,7.771084337,1302.241366,59.53488372,51:44.8
1185.347985,6.13253012,-0.192771084,7.759036145,1301.468864,59.53488372,51:44.8
1182.417582,6.13253012,-0.192771084,7.759036145,1301.468864,59.53488372,51:44.8
1179.487179,6.13253012,-0.192771084,7.759036145,1302.241366,59.53488372,51:44.8
1178.021978,6.13253012,-0.192771084,7.759036145,1301.468864,59.53488372,51:44.8
1177.289377,6.13253012,-0.192771084,7.746987952,1301.468864,59.53488372,51:44.8
1180.21978,6.13253012,-0.192771084,7.78313253,1301.468864,59.53488372,51:44.8
1185.347985,6.120481928,-0.180722892,7.759036145,1302.241366,59.53488372,51:44.8
1189.010989,6.13253012,-0.180722892,7.759036145,1302.241366,59.53488372,51:44.8
